,target,feature,weight
731,y,item_description__bf,0.537361253414
732,y,brand_name__allsaints,0.53711172617
733,y,category_name__sports & outdoors/footwear/cleats,0.536949703551
734,y,item_description__young living,0.536843494988
735,y,name__diff,0.536835203116
736,y,item_description__sight,0.536723980114
737,y,item_description__55mm,0.536362798115
738,y,item_description__malaysian,0.535962058533
739,y,category_name__handmade/bags and purses/clutch,0.53558145586
740,y,brand_name__wusthof,0.535279879188
741,y,name__yru,0.535071852723
742,y,name__ibloom,0.535017212876
743,y,name__thermoball,0.534699958221
744,y,item_description__sdcc,0.534591530617
745,y,name__gameboy micro,0.53416937801
746,y,name__sticker sheets,0.534146322014
747,y,item_description__virgin,0.534115856341
748,y,item_description__pink medium,0.533762662376
749,y,name__ferragamo,0.533574713048
750,y,name__64 gb,0.533504658013
751,y,item_description__all cables,0.53320215638
752,y,name__bed in,0.532906661128
753,y,name__popover,0.532797128081
754,y,item_description__lot is,0.532557195551
755,y,name__margiela,0.532364622523
756,y,brand_name__elizabeth and james,0.532360972713
757,y,name__jam 11,0.53232882398
758,y,name__gig,0.532240963
759,y,name__tb,0.532234828743
760,y,category_name__other/musical instruments/guitars,0.531801833135
761,y,brand_name__3.1 phillip lim,0.531756823316
762,y,item_description__fenty,0.531713633984
763,y,item_description__fps,0.531299978863
764,y,name__bape hoodie,0.531236337889
765,y,name__key pouch,0.531203608568
766,y,name__flat screen,0.531030406607
767,y,item_description__binder,0.53094958203
768,y,name__seresto,0.530899375152
769,y,item_description__gift card,0.530806305262
770,y,name__rm hold,0.530804306196
771,y,name__owlicorn,0.530618905109
772,y,name__oh cards,0.53042913689
773,y,item_description__dent,0.530239107181
774,y,name__edge unlocked,0.530113225393
775,y,item_description__priority mail,0.530042201553
776,y,item_description__sensors,0.529853584936
777,y,name__wheelie,0.529617351614
778,y,category_name__men/suits/two button,0.529601111763
779,y,item_description__agate,0.529331829608
780,y,item_description__in hand,0.529048955343
781,y,name__drogon,0.528986711503
782,y,item_description__18k gold,0.5289006821
783,y,brand_name__breville,0.528014257165
784,y,name__pageant,0.527727461079
785,y,brand_name__kappa,0.5275966148
786,y,brand_name__kenzo,0.527544896031
787,y,item_description__paid,0.52741862929
788,y,item_description__moschino,0.527367942007
789,y,item_description__payment,0.527344996114
790,y,category_name__vintage & collectibles/electronics/camera,0.526816040505
791,y,item_description__items total,0.526571502618
792,y,item_description__need money,0.526414234286
793,y,name__uptempo,0.526044915325
794,y,name__jly,0.525889786443
795,y,item_description__with controller,0.525873307897
796,y,name__pentax,0.525861757517
797,y,item_description__550,0.525829523057
798,y,item_description__and,0.525829373832
799,y,item_description__major unicorn,0.525577861542
800,y,item_description__tax,0.525436106783
801,y,name__photo printer,0.525420530423
802,y,item_description__perc,0.525263495449
803,y,name__jordan royal,0.525152295836
804,y,name__mimi,0.525012139693
805,y,category_name__vintage & collectibles/bags and purses/formal,0.524953027869
806,y,item_description__tier,0.524925446848
807,y,item_description__nintendo brand,0.524790939319
808,y,item_description__human hair,0.524601911383
809,y,name__air 16gb,0.524017169163
810,y,item_description__testers,0.523912647108
811,y,name__t3,0.523692118757
812,y,name__choker bodysuit,0.523201413049
813,y,brand_name__acacia swimwear,0.522833282213
814,y,item_description__the stones,0.522460412352
815,y,brand_name__uppababy,0.522409449681
816,y,name__flynn,0.521854380223
817,y,item_description__with custom,0.521533484444
818,y,name__posite,0.521303697733
819,y,name__iclicker,0.521240600909
820,y,name__card rm,0.521193926506
821,y,name__pulitzer elsa,0.521132277477
822,y,name__danskos,0.520882662534
823,y,name__dot rebel,0.520632335399
824,y,name__golden frieza,0.520617274085
825,y,item_description__no alterations,0.520387775765
826,y,item_description__controller with,0.519846041781
827,y,name__lipscrub,-0.52025278403
828,y,item_description__travel sized,-0.521280328469
829,y,name__coupons,-0.521363227269
830,y,name__14k solid,-0.522951079305
831,y,name__polaroids,-0.523363551398
832,y,item_description__and or,-0.523659985129
833,y,name__dividers,-0.523963978543
834,y,item_description__come with tracking,-0.52402335608
835,y,name__coach and,-0.524098730114
836,y,item_description__condoms,-0.524508739153
837,y,name__hair tie,-0.524545435138
838,y,item_description__no tracking,-0.524619063318
839,y,item_description__any device,-0.524844841439
840,y,name__version of,-0.525234112964
841,y,item_description__and bundle,-0.525247447277
842,y,name__palace pets,-0.525604556714
843,y,name__credit card,-0.52567553993
844,y,item_description__100 pure,-0.526212270185
845,y,name__sunglass case,-0.52700658737
846,y,name__lularoe dot,-0.527521994974
847,y,name__shopping bags,-0.527963484384
848,y,item_description__your apple,-0.528470067364
849,y,name__flex band,-0.528638646105
850,y,name__bluetooth smartwatch,-0.530172747105
851,y,name__housing,-0.531724629409
852,y,item_description__not full,-0.531807269106
853,y,item_description__screen protector,-0.532298301815
854,y,name__jovani prom,-0.53457087965
855,y,item_description__pics thank you,-0.535925825677
856,y,item_description__your apple watch,-0.537300954685
857,y,name__kors top,-0.539009961861
858,y,name__luggage tags,-0.539672592446
859,y,item_description__iron on,-0.541348395084
860,y,item_description__have brand,-0.541632971962
861,y,item_description__listings rm,-0.541930538831
862,y,name__eyeglasses case,-0.542219469459
863,y,name__gold bond,-0.543572257116
864,y,name__guitar pick,-0.544297831806
865,y,item_description__measures wide,-0.546563243263
866,y,name__yves saint,-0.549850690757
867,y,name__camera strap,-0.551636932383
868,y,item_description__closet sale,-0.551662048707
869,y,name__iphone ipad,-0.551915701588
870,y,name__free with,-0.552167046336
871,y,name__18k rose,-0.552689401261
872,y,name__fields mini,-0.552826340442
873,y,name__prada handbag,-0.553596646982
874,y,name__lace mask,-0.554305147822
875,y,item_description__iphone charger,-0.557322084199
876,y,name__auth sterling,-0.55824258994
877,y,brand_name__o.b.,-0.558765327673
878,y,name__for sarah,-0.559261488137
879,y,name__co box,-0.559430140064
880,y,name__luggage tag,-0.560962716324
881,y,category_name__kids/safety/cabinet locks & straps,-0.562908235609
882,y,item_description__white gold filled,-0.565576276446
883,y,item_description__donated,-0.565734972765
884,y,item_description__nars too,-0.566692973654
885,y,item_description__nars too faced,-0.566692973654
886,y,name__for tiffany,-0.567056761152
887,y,name__watch case,-0.567348003967
888,y,name__hair eyelashes,-0.568559270028
889,y,item_description__decal,-0.56875810114
890,y,name__buy please,-0.568859922632
891,y,name__chain 14k,-0.571357557045
892,y,brand_name__field & stream,-0.571477671744
893,y,item_description__each additional,-0.572151282599
894,y,name__postcards,-0.572249339806
895,y,name__chanel foundation,-0.572378942295
896,y,name__logo sticker,-0.572562615346
897,y,name__for american,-0.572756392202
898,y,name__wireless router,-0.573453608385
899,y,name__hr charger,-0.574675029998
900,y,name__alta bands,-0.575748821943
901,y,brand_name__bausch & lomb,-0.576384693997
902,y,name__sound machine,-0.579346178374
903,y,name__6s premium,-0.580497301556
904,y,name__starbucks gift,-0.581523752033
905,y,category_name__vintage & collectibles/paper ephemera/postcard,-0.581555301048
906,y,item_description__2ml,-0.581763025376
907,y,item_description__mini size,-0.583739842186
908,y,item_description__travel size,-0.584557813739
909,y,category_name__handmade/accessories/pinback button,-0.585112346183
910,y,name__chanel mascara,-0.586212665456
911,y,name__for psp,-0.586694988242
912,y,name__grips for,-0.586807261801
913,y,name__pocketbac,-0.589062075343
914,y,name__for macbook,-0.59227268976
915,y,name__minifigure,-0.593248336144
916,y,item_description__very used,-0.593578311312
917,y,item_description__xbox one controller,-0.593884799939
918,y,name__supreme uzi,-0.594275135132
919,y,item_description__retail tags,-0.594544615171
920,y,item_description__donruss,-0.595038890538
921,y,name__luxe wigs,-0.599242072086
922,y,name__console skin,-0.603243145745
923,y,name__ed hardy,-0.603587649312
924,y,name__watch band,-0.60368678018
925,y,name__classic controller,-0.60723625411
926,y,name__iphone 4s,-0.607548538351
927,y,item_description__brass metal,-0.608268892182
928,y,item_description__one case,-0.609964736677
929,y,name__mini rainbow,-0.61034207768
930,y,name__sport band,-0.610607735343
931,y,item_description__jewelry pouch,-0.612698689199
932,y,name__activation,-0.612938423351
933,y,name__love spell,-0.617561946379
934,y,item_description__seeds,-0.619463128192
935,y,name__lightbar,-0.619753842915
936,y,name__dust bags,-0.621775405539
937,y,name__shoelaces,-0.623618744445
938,y,item_description__empty,-0.623846925663
939,y,item_description__for 00,-0.624282206996
940,y,name__13 case,-0.62436687908
941,y,item_description__not real,-0.626292358369
942,y,item_description__cards from,-0.631489945283
943,y,name__tv remote,-0.635151334641
944,y,name__smart cover,-0.638429504794
945,y,name__lg g2,-0.644281607364
946,y,name__wax cubes,-0.644827642966
947,y,item_description__cheap,-0.653749725489
948,y,name__samsung phone,-0.660623988276
949,y,name__ps4 xbox,-0.661512752097
950,y,name__boxes and,-0.664098791438
951,y,item_description__to bundle,-0.664899206234
952,y,name__sticker,-0.666107330412
953,y,item_description__flash drive,-0.66767159577
954,y,name__carnival games,-0.669625625862
955,y,name__flip phone,-0.672268289774
956,y,item_description__will bundle,-0.673006374226
957,y,name__plus box,-0.687685903659
958,y,name__shopping bag,-0.695157080559
959,y,name__tracfone,-0.695911484746
960,y,name__controller grips,-0.695996337841
961,y,item_description__x13,-0.69840551306
962,y,name__charge band,-0.700114366985
963,y,item_description__sample,-0.700451199971
964,y,name__inch case,-0.705987500778
965,y,item_description__upper deck,-0.707129345695
966,y,item_description__hours of fun,-0.710623283181
967,y,name__amiibo card,-0.717631625685
968,y,name__lululemon astro,-0.720968803373
969,y,name__alta band,-0.724618477938
970,y,item_description__ultra fine,-0.727605394489
971,y,item_description__14k gold plated,-0.732233162317
972,y,item_description__vial,-0.736381658983
973,y,name__air keyboard,-0.737149275886
974,y,item_description__pieces rm,-0.738706898503
975,y,name__vuitton box,-0.741060074256
976,y,name__head penny,-0.753740701428
977,y,item_description__ultra rare,-0.758444499797
978,y,name__watch screen,-0.764817390844
979,y,name__box only,-0.76804517921
980,y,item_description__for apple watch,-0.76817270176
981,y,name__personal listing,-0.773586693956
982,y,item_description__rm items,-0.799675347708
983,y,name__shoe box,-0.804980828184
984,y,name__bear for,-0.823614574932
985,y,name__new macbook,-0.839180160528
986,y,name__dre tour,-0.84447648251
987,y,name__dust bag,-0.844509113016
988,y,name__vuitton lock,-0.850180781391
989,y,name__dustbag,-0.852625146182
990,y,name__ban case,-0.882952747556
991,y,item_description__with stamp,-0.890368566905
992,y,item_description__for fitbit,-0.927145494513
993,y,item_description__tracking,-0.932798574543
994,y,name__controller skin,-0.944404750678
995,y,name__blaze band,-0.974237734461
996,y,name__watch box,-0.989217633358
997,y,name__vault boy,-1.02213019206
998,y,name__lululemon bags,-1.06039346331
999,y,item_description__envelope,-1.09219265471
