,brand_name,price,pred,name,name_token,item_description
48401,_missing_,5.0,25.8270932735,lavender body butter bundle request,lavender body butter bundle request,"bundle for reduced prices! springland fbook/springlandcreations helping this girl promote her new business! springland uses pure ingredients to make body butters, bar soaps, body scrubs, and bath bombs!"
22189,_lo_count_,3.0,16.8957885192,red luxury men's watch,red luxury men ' s watch,new* 100% working red luxury watch fast shipping
106372,_missing_,3.0,16.9173588233,gift 'ems,gift ' ems,set of 2 cute and collectible series 1 australia and vietnam free shipping jem
124553,Funko,7.0,34.848597676,funko star wars kylo ren rare sdcc chase,funko star wars kylo ren rare sdcc chase,"funko star wars kylo ren view other listings, i'm willing to bundle and give a slight discount"
62869,Versace,10.0,48.2936551163,versace fashion pendant,versace fashion pendant,fashion pendant not  14k  or  10k 
94937,Samsung,100.0,21.5330753749,repair or parts samsung note 4 sprint,repair or parts samsung note 4 sprint,"hold for waylan maddox this phone has a clean esn, but will not load properly. it gets stuck on the samsung galaxy note 4 powered by android screen. sometimes it won't even power on, i have no idea what is wrong with it. not sure if it can be fixed, but phone is in good condition. could be used as parts. phone only, no charger"
125490,Calphalon,175.0,38.2275801728,14 piece calphalon,14 piece calphalon,brand new in package 14 piece set from macys was over [rm].
136105,Tory Burch,415.0,91.7192019568,wallet. cross body and double zip,wallet cross body and double zip,bundle deal three items. tory burch cross body. tory burch double zip purse. tory burch wallet.
57322,_missing_,85.0,18.1669597004,coach watch new no tags. has battery.,coach watch new no tags has battery,gold color
84321,PINK,4.0,21.436988743,leggings pink forever 21 for jmnelson,leggings pink forever 21 for jmnelson,pink xs worn 2x forever xxi red never worn size s forever xxi gray worn 2x size s forever xxi black never worn size s all 4 for [rm] free ship!! negotiate with me:)
123052,_missing_,108.0,23.2813944453,perfectly posh bundle-reserved kimberly,perfectly posh bundlereserved kimberly,no description yet
94775,_missing_,95.0,20.3716803837,dollskill platform shoes,dollskill platform shoes,no description yet
33360,_missing_,140.0,30.3846017586,ring outdoor secuirty camera with panel,ring outdoor secuirty camera with panel,"pleasw read full description: i sell to serious buyers only. i will not accept offers, my prices are firm."
37752,_missing_,184.0,40.1524912462,500 forever mail stamps,500 forever mail stamps,100 each roll of stamps 500 total forever stamps
93027,_missing_,4.0,21.4802263673,1876 canadian large cent vf,1876 canadian large cent vf,i'm selling my very fine condition beautiful with original color canada 1876 large cent beautiful coin
52876,_missing_,54.0,11.2312466194,black play tee,black play tee,"men's black ""play"" t shirt. worn once. great condition."
126821,_missing_,12.0,57.5140324172,dayna,dayna,"wine berry top small., frayed hem plaid shirt med. wrap front striped top small. washed out plaid shirt med. zipper plaid shirt. 3/4 sleeve grey sweater med. 312. (290) bal 190"
133904,Vintage,275.0,60.311155225,sterling navajo turquoise necklace,sterling navajo turquoise necklace,"great vintage piece. weighs 127 grams early 80's designed by silversmith robert yazzie. features 6 huge turquoise stones, double strand of sterling bench beads. hook closure. 20"" long. in great condition."
135997,_missing_,99.0,21.2086782374,mens wittnauer qwr swiss made watch,mens wittnauer qwr swiss made watch,very nice looking and clean no scratching to the crystal and case back is clean gold tone band black dial 8.5 inches in length
8742,Harley-Davidson,279.0,61.1692825997,"harley motorcycle jacket, helmet",harley motorcycle jacket helmet,"motorcycle jacket size 2xx, helmet size 2xx, and gloves size 2xx. very good condition."
31957,_missing_,1000.0,221.193102627,inr machine,inr machine,"this post is good for 3 machines - 1 is missing the box but has all things that come in it. 2 boxes of brand new, in box test strips. expiration is 2018."
47147,_missing_,9.0,44.0604768775,reformation dress,reformation dress,no flaws vintage look welcome to bundle
26815,_missing_,85.0,18.0825348482,cat ear headphones // axentwear,cat ear headphones axentwear,"cat headphones, light is green i used them a lot but they're still in super great condition because i took good care of them. comes with everything (mic, aux cable, charger /for speakers and lights/ travel bag and the box it came in) price is slightly negotiable."
21655,Bvlgari,186.0,40.4813186707,bvlgari bracelet,bvlgari bracelet,"chic and edgy, yet classic brand, this leather bracelet with gold and silver coin-like medallions is a fun addition to any wardrobe. worn several times but no flaws. retailed at [rm]. open to negotiating price."
137888,_missing_,60.0,12.509327318,applied behavior analysis for teachers,applied behavior analysis for teachers,no description yet
131271,Sherri Hill,43.0,198.293904912,prom dress sherri hill,prom dress sherri hill,no description yet
143984,PINK,240.0,52.1772361257,bundle,bundle,80 *3 please check out
10328,_missing_,106.0,22.5917926046,direwolf galaxy spirithood,direwolf galaxy spirithood,nwot beautiful direwolf galaxy collectors edition from spirithoods. sadly i am not bonding with it and would like to sell. it is in perfect new condition. from a smoke free/pet free home. has a very dreamy left ear.
143090,_missing_,90.0,19.0330252705,hold for ernie,hold for ernie,remaining toners as discussed do not buy unless specified name listed
21020,_missing_,5.0,26.2588197927,bundle of 31 for dibs 2008,bundle of 31 for dibs 2008,31 oh snap bin in blk chevron
62602,Longaberger,140.0,30.0320565455,longaberger cake basket,longaberger cake basket,"never used. comes with: basket, plastic protective liner, riser, covered stoneware dish with plastic/rubber sealing lid, and the basket lid. perfect condition. authentic with no flaws. not for sale on their website anymore, very rare. heavy and extremely nice wood. 12x12 & 6.5 in tall. [rm] for all. this is just taking up space in our house & is very negotiable!!"
126574,Huggies,64.0,13.3021211558,boy n girl batman diaper cake,boy n girl batman diaper cake,will add second frame to diaper cake discount [rm] off frame free
59839,Kendra Scott,271.0,58.8072077374,kendra scott bracelet,kendra scott bracelet,rare kendra scott lande cuff in blue agate.bracelet is brand new and in excellent condition.
4140,Fendi,200.0,43.1483650597,bundle for rolex fund,bundle for rolex fund,4 items fendi wallet fendi earrings antik bracelet fashion jewelry fendi hair barrette
112804,_missing_,504.0,109.669276568, 14k  solid gold & gen diamonds pendant,14k solid gold gen diamonds pendant, 14k  solid gold necklace pendant with genuine diamonds the large diamond is around 1 karat the jeweler said and the 9 smaller ones are just under 1/4 karat each the large diamond has a flaw but can't be seen with naked eye others i didn't see any i've this tested at 2 places it's real solid  14k  and gen diamonds
38423,_missing_,69.0,14.3335364961,men's wallet,men ' s wallet,new. high quality! quality!
63486,Guinness,92.0,19.3555351538,guinness hockey jersey,guinness hockey jersey,guinness st. patricks day hockey jersey march 17 size xl never worn
84755,Gucci,200.0,42.9070355695,gucci wallet,gucci wallet,brand new
29230,PUMA,264.0,56.8755513202,iphone 6 plus,iphone 6 plus,size
141373,Kate Spade,69.0,14.2841017363,mikas pond passport holder mint mojito,mikas pond passport holder mint mojito,brand new passport holder.
107516,_missing_,220.0,47.2449846558,lularoe bundle for candy mayes bowling,lularoe bundle for candy mayes bowling,bnwt
146691,_missing_,224.0,48.1173008815,james avery bracelets for lmc,james avery bracelets for lmc,charm bracelet with 5 charms size medium heart knot bracelet not separating!!!
22058,Adams Golf,29.0,136.533760965,adams golf irons incomplete set,adams golf irons incomplete set,"5 adams golf tight lies golf irons. 4,6,8,9 and sand wedge. clubs and grips are in great condition. ships same day! check out my other golf club listings!"
56177,_missing_,5.0,26.5332660211,saved indy racing league jacket,saved indy racing league jacket,brand new size large jacket with embroidery on back and sleeve
87073,_missing_,118.0,24.911048521,bundle,bundle,bundle [rm] plus hourglass stick foundation [rm] in bundle total [rm] making [rm] to account for [rm] shipping ;) {i'll do the full size laguna / orgasam nars blush bronzer duo} and will be adding s free travel size one of those as well ;)
77566,_missing_,95.0,19.893591891,18 vera bradley lanyards bundle,18 vera bradley lanyards bundle,"new with tags, perfect condition, price firm"
122110,_missing_,4.0,21.9833810353,washington and quarters,washington and quarters,no description yet
85084,Victoria's Secret,99.0,20.7453879994,rare nwt vs pink dog collar & leash,rare nwt vs pink dog collar leash,"size medium collar size medium / large leash says ""party animal"" on each please don't ask lowest"
89992,_missing_,66.0,13.5665499419,worn 5 times,worn 5 times,size 7 jordan's
116982,_missing_,51.0,10.2937281267,daisy sorbet perfume,daisy sorbet perfume,"marc jacobs limited edition daisy sorbet eu so fresh, full size, used."
6240,Dooney & Bourke,9.0,45.0688863039,dooney&burke,dooneyburke,dust bag
39713,_missing_,186.0,39.5766514548,casio ex-zr3500. camera,casio exzr3500 camera,"excellent like new. digital cam. full hd video, bluetooth connectivity color white with leather case"
26657,_missing_,28.0,5.29148924238,21 vineyard vines stickers,21 vineyard vines stickers,5 tx 5 mv 5 houston 5 charlottesville 1 texas flag not sold separately
13755,_missing_,82.0,16.9964021682,serenity,serenity,emerald lace trim top large wine plaid dress large black top medium off shoulder blue top large
71848,Hollister,59.0,11.9921013213,jennifer m.,jennifer m,no description yet
145116,Sony,150.0,31.6706732633,limited run game bundle on hold stallion,limited run game bundle on hold stallion,no description yet
114965,Fuji,4.0,22.1466533617,fujifilm hold,fujifilm hold,no description yet
106492,LG,90.0,18.6421109807,cell phone lgg4.,cell phone lgg4,silver case included. it has been cleared of all the old data. still in perfect working condition. it has been factory reset.
59442,_missing_,185.0,39.0721508826,portable air conditioner,portable air conditioner,brand new haier portable a/c never used still in box. 8000 btu. retails brand new for [rm]-[rm].
88682,_missing_,104.0,21.6115935069,vintage matson glass perfume bottles,vintage matson glass perfume bottles,"offering a superior deal... these vintage matson stamped glass perfume bottles with gilded decor and dauber. both sold together for one low price! there are no chips, cracks, or tarnish. please see pics for details. 7"" tall."
48736,_missing_,100.0,20.7165056435,hold for johnna whetstone posh lot,hold for johnna whetstone posh lot,no description yet
76136,Wahl,5.0,26.9243458251,mini wahl clipper,mini wahl clipper,"battery operated mini clipper. this was used on shih tzus and worked great. good for use on small dogs feet, sanitary area, and in front of eyes. used a few times in between regular grooms. comes with a detachable clipper guard comb. 1 speed and easy to use."
70903,_missing_,130.0,27.1432868113,multi listing 2 rave outfits,multi listing 2 rave outfits,wolf and gothic alice for user kortnii michelle
75962,Samsung,526.0,112.191374254,samsung galaxy s8 brand new (verizon),samsung galaxy s8 brand new verizon,brand new never been used fast shipping see pictures for more details
138542,Urban Decay,100.0,20.6881979949,makeup set 4 ruby ulloa only!,makeup set 4 ruby ulloa only,all new & sealed. free shipping!
22240,_missing_,50.0,9.93971396196,luminous air,luminous air,no description yet
80224,Schleich,85.0,17.4389247903,horse stable,horse stable,in very good condition i paid over [rm] comes with more horses and extra stuff
89921,_missing_,40.0,7.78729228731,for niknadd,for niknadd,"let me no what u think so i can put what all u will be receiving in the description: 14 lip treatments brands included: chapstick, blister , bees wax 5 pez candy and dispenser 4 pez refill 5 scissors kids fun pack quality pack and more"
61480,_missing_,55.0,11.000588619,men's woodland bath & body works 8fl oz,men ' s woodland bath body works 8fl oz,woodland daily refresher bath & body works
116843,_missing_,386.0,81.9030854279,apple watch series 2 - 42mm case,apple watch series 2 42mm case,rose gold aluminum case (42mm) with space orange/anthracite woven nylon band. brand new in box. received this one for christmas but had just bought and already given one to my husband as an early gift!
90373,_missing_,53.0,10.5582110699,scarf,scarf,inspired amazing scarf
122510,_missing_,61.0,12.2680945225,jc dress + co tank,jc dress co tank,juicy couture dress and cotton on skull tank bundle
105455,_missing_,5.0,27.0484217032,trim bundle,trim bundle,all unused in their original packaging
37954,_missing_,156.0,32.5690289819,tory burch heels,tory burch heels,good condition.
6118,_missing_,54.0,10.7576792992,make up holder,make up holder,"make up holder, organizer, steve madden case, jewelry holder"
32440,Kylie Cosmetics,3.0,17.7152049641,kylie brushes,kylie brushes,new held!! don't buy!
25164,Rae Dunn,76.0,15.4552101514,eh? mug,eh mug,will package good. make best offer
115161,_missing_,3.0,17.7402907409,philosophy trail package,philosophy trail package,got as a gift and never used.
2282,_missing_,120.0,24.8142013342,2 corvette leather jackets husband wife,2 corvette leather jackets husband wife,these are in good used shape for the age. they could probably be professionally cleaned and have some very light cracking but very bright colors and tons of life left. sharp looking jackets. priced to sell. you get both for one price. size large and size x-small. they still have a very distinct sweet leather smell. genuine leather. if you only want one i'd consider splitting for slightly more than half the listing.
143881,_missing_,70.0,14.1456005085,cards for jacob,cards for jacob,minamo oboro overgrown tomb steam vents bloodstained mire
85193,Pacific Sunwear,140.0,29.0650603377,fear of god x pacsun pullover hoodie,fear of god x pacsun pullover hoodie,worn but very good condition size m yeezy adidas fear of god y3 ultraboost nmd
124430,PINK,166.0,34.6015393109,small pink tie sweatshirt,small pink tie sweatshirt,3 tops 1 yoga pant
85968,PINK,101.0,20.7412823627,3pink long sleeve,3pink long sleeve,2maroon 1 blue
138458,_missing_,115.0,23.7219645767,free ship. bundle for cs closet,free ship bundle for cs closet,reserved bundle. please do not purchase unless reserved to you! will include the following 16 items :)
142334,_missing_,110.0,22.6415446417,120 quest bars,120 quest bars,"selling 10 boxes of 12. they go for about [rm] a bar at publix but i'm selling for cheap since they technically ""expire"" next month. comment or message to claim a box!"
55315,Mary Kay,81.0,16.4613823824,mary kay lot makeup,mary kay lot makeup,eye shadow blush compact brushes
15024,_missing_,80.0,16.2416522381,hello mug and misc,hello mug and misc,"blocks, mugs, easter"
19277,Rae Dunn,130.0,26.8741985227,hold for mmlavaboston***,hold for mmlavaboston,"rae dunn spoon fork knife utensil holder set. brand new. please inspect all photos before purchase - items designed to look handmade and may have small flaws as that is the nature of rae dunn. **please note: original packaging will be included, however, items will be removed from original packaging and wrapped individually for safer shipping**"
12558,Nintendo,100.0,20.4838236193,gameboy micro famicom edition,gameboy micro famicom edition,mint famicom edition gb micro
92565,_missing_,40.0,7.71055829954,luxury monster card holder,luxury monster card holder,2 for [rm]
134911,Star Wars,5.0,27.2582883011,star wars globe coruscant & x-wing,star wars globe coruscant xwing,"  star wars globe coruscant & x-wing toys star wars action globe coruscant planet action toy ball has a button on the front to open the globe. inside is a star wars scene behind the set of figures each time the globe is opened the figures move in fighting actions. measures aprox. 3"" across x 3 3/4"" tall, works perfectly and is in excellent condition. no box disney mattel hot wheels x-wing fighter red 5 with flight navigator box has been opened"
30787,Nintendo,16.0,79.0961329397,nintendo 64 rd switch,nintendo 64 rd switch,complete in box
103292,_missing_,125.0,25.738277685,chanel night box bag,chanel night box bag,size16.5cm 12.5cm 5cm used once
114878,_missing_,90.0,18.2867719072,reserved for jules shop,reserved for jules shop,kylie bundle! spice pumpkin posie
76989,American Boy & Girl,109.0,22.2852894,american girl book set & doll reserved,american girl book set doll reserved,"american girl kirsten book set. includes 10 books from the original american girl collection, playing cards from various american girls, and a bookmark. used condition, some flaws."
106021,_missing_,60.0,11.9099200708,gelaze gel polish,gelaze gel polish,professional line of gel polish. cures under uv/led light. all bottles are at least half full if not more. i have 6 more bottles i will throw in for free that are less than half full.
46436,_missing_,43.0,8.30796067653,70 pore mask & 30 lips mask,70 pore mask 30 lips mask,"15 pieces !!!! small packs, 6 g each, perfect size for home or travel. great for deep cleansing, purifying blemishes, skin aging, and fine lines. this product may be used on just your nose or as an entire facial mud mask. a full facial may require 2 to 4 packs. renew and cleanse your skin, helps your skin tone to look refreshed, cleaner, and brighter. shake well before use. instructions on the packages are in asian, here are the instructions in english. start with a clean dry face. spread a medium even layer of mineral mud on desired area and leave on approximately 25 to 30 minutes or until the mask is completely dry. peel off gently starting with outside edges, then peel in whatever direction that works the best for you. if mask does not come off in one piece do not worry, just peel off the different sections. wash your face thoroughly and finish with your usual skin care routine. you may use a brush or finger to apply. avoid hair, lips, and eye brows."
28146,_missing_,104.0,21.2082678882,swiss lace wig,swiss lace wig,no description yet
1916,_missing_,55.0,10.8385335943,ladies 925 white sapphire wedding set,ladies 925 white sapphire wedding set,size 11
92731,_missing_,81.0,16.3289778717,bicycle card lot (new),bicycle card lot new,25 decks of bicycle card
85450,_missing_,130.0,26.6692732739,loui vuitton fanny pack,loui vuitton fanny pack,authentic tan & brown
2666,Victoria's Secret,99.0,20.1190382774,"dream angels glow, summer daze, fun",dream angels glow summer daze fun,three dream smells glow perfumes two summer daze pink body mist three fun & fearless pink body mist
147389,_missing_,74.0,14.8370465218,heart locket,heart locket,"brand new, never worn. retails [rm]. says 'i love you more'. 18 inch chain, sterling silver."
86540,Yamaha,160.0,32.9871438905,violin and book stand,violin and book stand,i used this once. in perfect condition. includes violin book stand case bow bow polisher travel case for stand feel free to message me. price firm
120541,_missing_,130.0,26.6192352291,3ds,3ds,in like new condition complete with box instructions and manual black in color
64161,_missing_,139.0,28.5068098891,vs pink rare dog,vs pink rare dog,displayed only
40600,AMD,9.0,46.4878632465,amd radeon hd 6570 gpu 1gb ram,amd radeon hd 6570 gpu 1gb ram,this is a amd radeon hd 6570 gpu for pciex16 slot with 1gb ram
60986,Levi's ,161.0,33.1064010899,reserved 2 pairs of vintage 501 jeans,reserved 2 pairs of vintage 501 jeans,"1 light wash waist measures 26"" 1 medium wash waist measures 25"""
36214,Nintendo,119.0,24.2630507122,nintendo power magazines.. 49 total,nintendo power magazines 49 total,49 nintendo power magazines..all the older 90's issues..one is 1989..the rest range from volumes 21 to 79..one issue is the top secret password guide..magazines are in great shape..all have the original posters and extra inserts for that issue.. but a few.. posters are in great condition..most magazines have nice glossy pages.. just some marks on cover..some have shipping label stickers on cover. but a lot of them do not and look great..feel free to ask any questions..fantastic lot do not miss out..save and buy in bulk..comes out [rm] a magazine.. getting rid of my collection to make space..cheapest price anywhere..update: i will also throw in both posters i have listed.. plus one more..total 3 posters
57015,Louis Vuitton,850.0,178.075510944,louis vuitton handbag,louis vuitton handbag,authentic dust bag included lightly used
96247,_missing_,45.0,8.67242435107,rare gpk blue minikins with stickers(s1),rare gpk blue minikins with stickerss1,no description yet
118909,Canon,296.0,61.4396091113,canon g9x digital camera,canon g9x digital camera,"used a few times! no more than 2-3 scratches due to not having a case. comes with charger, battery, strap and camera. i will add in a new camera bag. the manual is messed up on the back & front page (pages bent) i will only add it if you want. no lowest! price is firm! black canon g9x trying to replace this camera for a sony a5100!"
91474,Barbie,110.0,22.3304095559,bundle of assorted barbie items,bundle of assorted barbie items,mostly new to very good condition.
53946,_missing_,125.0,25.4789092149,graffiti runway backpack,graffiti runway backpack,amazing and new backpack. this listings made special for a friend / customer
123972,Apple,6.0,32.3773756325,iphone 6 boxes only,iphone 6 boxes only,box only perfect condition
142918,Yeti,164.0,33.6008004987,yeti 20 cooler,yeti 20 cooler,brand new tan yeti 20 quart cooler w/ roadie handle... feel free to ask questions.. ***ships same day as purchase***
84523,_missing_,149.0,30.4498675365,hold for carrie,hold for carrie,bundle
102667,_missing_,60.0,11.780735219,wooden hangers,wooden hangers,10 pant hangers 35 shirt hangers 20 coat hangers
81745,AB Studio,86.0,17.1883750224,bundle of chef whites,bundle of chef whites,like new
40115,Nintendo,90.0,18.0112935482,wii bundle #3,wii bundle 3,no description yet
17950,Adidas,5.0,27.7358049312,reserved youth xl jersey,reserved youth xl jersey,no description yet
93857,_missing_,60.0,11.7350726775,"tulle, bands, and flowers",tulle bands and flowers,"tulle, bands, and flowers used to make tutus and headbands and no longer do due to nursing school."
13244,_missing_,54.0,10.4813468613,bundle for audra,bundle for audra,"1) 3-pk bras (photo #1) size: 34c brand: chiara vicci color: 1 black, 1 pink, 1 lime (price for 3 bras) bra has underwire, light push-up padded cups, 3-way convertible (regular, cross back and strapless) adjustable shoulder straps, back closure. 90% nylon, 10% spandex. 2) 3-pk bras (photo #2) size: 32b brand: chiara vicci (price for 3 bras) bra has underwire, light push-up padded cups, 3-way convertible (regular, cross back and strapless) adjustable shoulder straps, back closure. 90% nylon, 10% spandex. 3) 4-pk thongs (photo #3) size: s brand: dynashape (price for 4 thongs) low-rise. v-string, g-string 4) 2 sets of bra thongs set a) size: bra- 34c. panty- m color: red brand: adored b) size: bra- 38b. panty- l color: gray brand: adored"
6463,_missing_,70.0,13.8022434315,lego and mini figures,lego and mini figures,twelve pounds
20050,_missing_,4.0,22.989826212,neko,neko,bnwt pink ezra & blue velvet lisette reserved
626,Kendra Scott,225.0,46.0087661223,tedi kendra scott necklace teal,tedi kendra scott necklace teal,no description yet
80588,Balmain,200.0,40.7842002209,baliman men jeans size 34,baliman men jeans size 34,no description yet
107701,tokidoki,3.0,18.2538332567,nwt tokidoki lion hamburger keychain,nwt tokidoki lion hamburger keychain,nwt tokidoki lion pappa hamburger buffet keychain
128138,Gucci,11.0,56.7709003065,gucci bag,gucci bag,gucci bag
143630,Topps,45.0,8.54939535125,1958 ted williams and mickey mantle,1958 ted williams and mickey mantle,1958 topps ted williams centered very nice but the card is in poor condition..
123703,_missing_,330.0,67.6970108408,bundle for norma!! thank you!!,bundle for norma thank you,item #1  10k  natural checkerboard ruby ring size: 4.75 weight: 2.4 grams marked:  10k  and a diamond shape mark item #2 3.36 untreated real green tourmaline stone size: 7.7 x 7.7 x 6.3 mm quality: aaa vs treatment: none origin: nigeria thank you so much sweetheart!
65469,_missing_,3.0,18.2760171444,cute purple tote!!,cute purple tote,like new! only used it once for a couple of hours also has a second zipper on the bottom for sandwiches. also great for picnics!
118007,_missing_,84.0,16.622456545,hold,hold,no description yet
23821,_missing_,56.0,10.8041091525,200 piece eye mask,200 piece eye mask,"100% brand new and high quality give you a flawless foundation application every single time. no streaks and no areas with too much makeup or too little. make up blender sponge , apply it like a pro if used daily, we recommend washing your sponge once a week with amild cleanser. baby shampoo or any low sudsing soap will work. rinse well and airdry. we don't offer color choice. your order will be sent in colors atrandom. gives flawless foundation application every single time. put makeup onlike a pro - evenly distributes makeup so no areas with too much or too littlecoverage. shapes are ideal for all types of makeup application. each sponge is approx:60*40mm color: rose red, pink, orange,skin color, yellow, blue, black, white, green, purple ,red and etc product is reusable if cared for properly - if used daily, we recommendwashing your sponge frequently with a mild cleanser and air dry. **for bestresults: wash sponges for use.**"
59888,_missing_,200.0,40.6043400068,tc lularoe dachshund leggings unicorn,tc lularoe dachshund leggings unicorn,excellent used condition. worn once
5613,Yankee Candle,135.0,27.1444319789,special listing # 2,special listing 2,12 x cotton candy votives 4 medium jar cotton candy candle 1 large jar cotton candy candle scent sphere holder by yankee candle
10382,_missing_,89.0,17.61535059,chevron nursery decor,chevron nursery decor,"sweet jojo designs nursery decor. it's new, i never ended up using it with my son. comes with crib bumpers, comforter, pillow, bed skirt, diaper holder, and a stuffed animal holder. i paid [rm] for the set when i bought it and it's just been in the top of the closet."
53191,Coach,166.0,33.5402524394,coach purse & kj necklace,coach purse kj necklace,bundle
103483,Henri Bendel,209.0,42.4239974843,henri bendel tote,henri bendel tote,white with gold hardware. has some spots on it. handles in great condition.
107765,_missing_,320.0,65.3134567227,lularoe leggings - lot of 8 - tc - nwot,lularoe leggings lot of 8 tc nwot,bundle of 8 brand new tc leggings fox - owl - pelican - teddy bear - elephant - star - donut - roller skate
143468,_missing_,184.0,37.1979882236,jordan retro12 kids size 11c,jordan retro12 kids size 11c,in excellent condition worn 1-2 times comes with original boxes if wanted. [rm] for all 3 or [rm] each.
124244,_missing_,6.0,32.9112009241,drip catchers hold for shelley,drip catchers hold for shelley,"two silver metal, red felt lined, wine bottle dip catchers made in italy. i purchased them in the tuscany region of italy in 2010. decorated with grape cluster and leaves. lifesaver when serving wine, especially red! i've never polished them as i like the patina ."
59877,Chanel,206.0,41.7209144892,chanel mules sandals brand new with box,chanel mules sandals brand new with box,brand new
122197,PROPPER,3.0,18.4069224624,shooting /tactical shirt nwt,shooting tactical shirt nwt,this is a brand new shooting / tactical shirt black loose fitting. it's a men's size sl which i think is short sleeve large. no flaws never worn
25924,_missing_,60.0,11.5598450096,on hold,on hold,"on hold, fantasy pin"
99654,Topps,70.0,13.5958859189,vintage old baseball card,vintage old baseball card,1956 topps jackie robinson nice old card %100 original
15767,_missing_,11.0,57.389742928,hair extensions,hair extensions,"1st set is dark brown real human hair, can be colored and styled like regular hair-20"" has been used a handful of times but is in excellent condition, and i will wash before shipping. 2nd set is medium brown synthetic hair, straight. can be curled only on low temp-22"" i just recently bought new and tried on. but the color didn't match my hair. [rm] is for both sets together."
28884,Rae Dunn,264.0,53.4103296921,rae dunn kisses hugs xoxo canister set,rae dunn kisses hugs xoxo canister set,rare! cheaper than on ebay! #valentines #valentinesday
103193,_missing_,93.0,18.2856169754,harley quinn harrison comics exclusive,harley quinn harrison comics exclusive,mint condition box will be shipped bubble wrapped for protection
25860,_missing_,45.0,8.42221305824,kanye west shirt,kanye west shirt,"kanye west runaway ballerina by george condo makeup stains on armpit area from hugging but very faint, should be easy to remove. overall good condition, worn once."
19200,_missing_,60.0,11.494054331,ales closet,ales closet,no description yet
2590,_missing_,65.0,12.5115604236,rare dragon ball z dragon box vol. 3,rare dragon ball z dragon box vol 3,rare out of print
125670,Celine,700.0,142.293315363,celine small trio baby pink,celine small trio baby pink,"authentic celine small trio, baby pink. like new condition, tag was removed but never used. still has the neiman marcus tag. including original booklet and dust bag. shoulder strap drop 21.5"", height 5.5 , width 8.5 , depth 1.5 ."
143530,_missing_,89.0,17.3778162483,two piece lace outfit,two piece lace outfit,no description yet
49583,Victoria's Secret,206.0,41.2497727172,vs designer collection set,vs designer collection set,32c bra. swarovski set. galaxy.
71812,Converse,3.0,18.6288036148,dont buy it,dont buy it,bright red converse mens 4 wo's 6
134992,_missing_,100.0,19.56203597,van norman boring bar tool kit no. 944,van norman boring bar tool kit no 944,van norman machine 944 boring bar tool kit
38128,Rae Dunn,229.0,45.7838305172,hold for ashala,hold for ashala,"listing is for 3 new rae dunn mixing bowls (pinch,mix,dash) will ships with lots of bubble wrap and package well."
52012,Apple,250.0,49.9910182149,apple watch & bands for sale!! amazing!!,apple watch bands for sale amazing,"apple sports watch for sale !!! case and charger included ! receipt included upon requests! 42mm gold color watch! brand new!!! two bands included, three total! this deal will not last! negotiable on price !"
133571,_missing_,65.0,12.3802153399,veet infini silk laser hair remover,veet infini silk laser hair remover,"used only a couple of times. comes with a brand new cartridge. original box not included. comes with all shown in second photo. zap your hair away in the comfort of your own home! works best on light skin with dark hair. only one small flaw: was stored in a drawer with incense, has a light incense smell."
8530,_missing_,145.0,28.5821267051,you get all 3 items for 1 low price,you get all 3 items for 1 low price,miss me rock revivals and vs perfumes
96176,Canon,18.0,92.7915886985,canon lp-e8,canon lpe8,"for canon rebel t3i, t2i, t4i, t5i, rod 600d... price firm"
147647,NBA,115.0,22.4715588838,steph curry and jordan for mr,steph curry and jordan for mr,this is a beautiful card graded a perfect 10 out of 10 can't find a 10 of curry anywhere!! it is a topps rookie card from 2009-10 steph is the best shooter in the game and a former mvp. what a beautiful card
1045,Madden Girl,3.0,18.7745072459,madden girl wedges,madden girl wedges,madden girl wedges size 8m like new
67709,Kendra Scott,275.0,54.8293965411,kendra scott vintage necklace,kendra scott vintage necklace,"gold hardware and clear peach faceted stones. this piece is not marked/stamped. price includes fees, shipping and dust bag. will be carefully packaged."
98197,Lands' End,90.0,17.4059978187,lands end 'bean' boots,lands end ' bean ' boots,practically new lands' end bean boots
94954,Coach,100.0,19.4144963665,coach keychain lot 9,coach keychain lot 9,good condition .
105708,Sherri Hill,51.0,256.322866934,sherri hill navy beaded prom dress,sherri hill navy beaded prom dress,"beautiful formal dress. authentic sherri hill 2-piece. top has intricate colorful beading, waist of bottom also has beading detail(navy)."
68319,Pokemon,40.0,7.28272273378,4 cards,4 cards,4 cards
139524,_missing_,3.0,18.8388729018,"hold for jamie - 3/6 girls outfit, nwt",hold for jamie 3 6 girls outfit nwt,"3/6 month pink one piece outfit with headband. for infants 10 -13 pounds and up to 25 inches. pick with yellow and white cherries, white flowers. clasp at neck and between legs. comes with a pink headband with a bow. new with tags. smoke free home. originally retail [rm] combine sales and pay one shipping fee."
1737,Rawlings,209.0,41.3186721737,nwt rawlings gloves -glovemaster reserve,nwt rawlings gloves glovemaster reserve,"2 nwt rawlings glove. set includes 2 gloves described below. nwt rawlings pro-preferred glove. first base mitt. 12.5 inch. prossc21b. for the professional player. same model worn by sean casey. retail approx. [rm]. slight discoloration in palm (as shown). nwt rawlings heart of the hide gold glove. baseball glove. first base mitt. prodct. 13 inch. pro pattern. single post, doublebar for flexibility and ball control. same model worn by doug mientkiewicz. retail approx. [rm]. slight discoloration in palm (as shown)."
