,brand_name,price,pred,name,name_token,item_description
144419,_missing_,25.0,25.0175149338, 14k  solid gold,14k solid gold,small ring size3 1/2
37306,_missing_,12.0,12.0087699825,women's size 8 bling sandals,women ' s size 8 bling sandals," size 8 women's sandals  bling all the way around  cute tribal print  women's adult size 8!  they look smaller in the pic then they are.   i guarantee same day shipping, no rips stains or holes. unless listed other wise. items ""may"" smell like cigarette smoke, but is unlikely dont smoke inside. i am always open to offers and stay very responsive. i take care of all items i own, some never worn but if worn theyre in new condition.   "
123597,Apple,16.0,16.0115004678,ipod nano 4g,ipod nano 4g,original ipod nano. have not used it in a long time. does not turn or i don't know how to fix it.
46941,ALEX AND ANI,15.0,14.9890959055,alex & ani bracelet,alex ani bracelet,"initial ""c"" bracelet in silver. worn twice in excellent condition. price is firm."
141972,_missing_,14.0,14.0102363975,tigi creme foundation,tigi creme foundation,"very nice creamy foundation with awesome coverage. this was a display so it was tested a few times but not enough to make much of a difference. was never touched with fingers, just makeup swabs"
120713,Michael Kors,21.0,20.9848701179,michael kors slip ons,michael kors slip ons,michael kors slip ons. labeled sized 3. equivalent to a women's size 6. good condition.
108249,Nike,15.0,14.9889840723,nike sneaker for toddler,nike sneaker for toddler,"comfy slip on sneakers can be thrown in the washer (that's what i did) still in great use ! size 6c no flaw, no stains looks brand new!"
14363,Fashion Nova,18.0,18.0130918793,fashion nova green wrap and tie blouse,fashion nova green wrap and tie blouse,like new condition. only worn once! beautiful blouse and it looks exactly as pictured on!
131763,_missing_,28.0,27.9795404233,dragon ball z lot of collectibles.,dragon ball z lot of collectibles,"5 dragon ball z dvds, one giant holy figure, and a new in box future trunks bobble head. everything's is included"
48835,vineyard vines,17.0,17.012814655,pink vineyard vines baseball cap,pink vineyard vines baseball cap,pink and blue authentic vineyard vines baseball cap. only worn a handful of times and looks like new besides a little discoloration on the inside. back is adjustable.
108091,_missing_,22.0,22.0164192386,"nwot white polyester pantsuit, 18t",nwot white polyester pantsuit 18t,"white polyester two piece pant suit, new without tags's, size 18 tall, jacket is unlined, pants have an elastic in back of waistband. never worn. completely washable. extra long jacket, approximately 37 inches. chelsea studio brand."
120322,Kenneth Cole New York,19.0,19.0143584579,kenneth cole watch (buy now before fees),kenneth cole watch buy now before fees,the sharp silver-tone accents highlight the deep blue dial of this rectangular timepiece created by kenneth cole new york. retails for [rm]-[rm]
142757,Almost Famous,12.0,12.0093413318,almost famous denim capris,almost famous denim capris,great condition. no flaws! size 9.
42810,Nike,21.0,20.9841818906,nike roshe buy as is,nike roshe buy as is,ok condition need to be cleaned have a small cut on side not big. excellent feeling shoes.
40766,Victoria's Secret,11.0,10.9913165694,vs hot pink bikini top,vs hot pink bikini top,size s
134370,_missing_,11.0,11.0086930468,silver bracelet,silver bracelet,no description yet
138728,_missing_,34.0,33.9746385911,bvlgari omnia crystalline 1.35 ounce,bvlgari omnia crystalline 135 ounce,this is a brand new 100% authentic of bulgari omnia crystalline perfume. it is the 1.35 ounce bottle and it is plastic cellophane wrapped and sealed. i ship for free.
114420,VANS,23.0,23.0174319845,classic velcro vans,classic velcro vans,"classic, easy, cute velcro vans! size 8.5 in women's size 7 in men's i love these!! they are just too small for me! ): in great condition!"
132545,_missing_,13.0,12.9897786006,kylie lip kit candy k,kylie lip kit candy k,brand new in box. come with liquid lipstick and lip liner. actual product swatches. free same day shipping!
9745,_missing_,10.0,9.99188049765,3ft pleather charging cable,3ft pleather charging cable,"three feet of environmentally friendly pleather :), double layered and stitched for added durability. aluminum connectors including high grade plastic to prevent frayed cable ends. for lightning fast charging and data transferring. available in both micro usb and 8 pin connections. the micro connection is compatible with all devices that have a micro usb port, such as android, samsung , lg , google devices. the 8 pin connection is compatible with iphone 5, 6, ipad, and ipad mini, also supports the newest ios systems. no more messy cables, tangle and kink free :). ***please double check the photo for the correct connection that you need*** you will be sent the pictured cable, so make sure it is the one you need. 1 for [rm] 2 for 18 i ship out within 24hrs of purchase, with a tracking number :) simply leave a comment and be sure to take of anything you may need :) if you would like two cables with different connection, or colors, simply comment :)"
127352,_missing_,11.0,11.0088692667,rise and fall of darth vader,rise and fall of darth vader,book with cover check out my listings for my star wars books :)
110401,Nike,14.0,14.0112115203,nike pro leggings,nike pro leggings,these are great for running or lounging. mesh on the back of the knee make these leggings breathable and cute. please make an offer :)
19404,_missing_,54.0,54.0419598852,new lularoe os black and white crowns,new lularoe os black and white crowns,brand new lularoe os black and white crowns
101750,_missing_,18.0,18.0144993737,80 assorted polymailers,80 assorted polymailers,"custom order poly mailers: 30 - 12x15.5 (hawaiian) 30 - 10x13 (mix of designs) 20 - 9x12 (designer rose) **ships no later than next business day monday - saturday (except holidays) - approved by all carriers: usps, ups, fedex, dhl - self sealing & pressure sensitive - water & tear resistant - stretchable allowing for overstuffing - not padded ~~custom listings welcome~~ polymailers available: 6x9 7.5x10.5 9x12 10x13 12x15.5 14x17 bubble mailers available: 4x8 (white, purple & pink) 4.5x8 (pink) 6.5x10 (white, pink, blue, & purple) 8.5x12 (pink & blue) @mrscoolbreeze price is firm"
95028,_missing_,38.0,38.0301225218,tc lularoe leggings chihuahua new,tc lularoe leggings chihuahua new,tc lularoe leggings chihuahua new dog black background unicorns
83851,MAC,12.0,11.9899207743,super slick mac liquid eyeliner,super slick mac liquid eyeliner,brand new retail:[rm]
8860,_missing_,14.0,13.9883224096,esprit sz 4 overall skirt dress jumper,esprit sz 4 overall skirt dress jumper,super cute and short denim pinstripe overall skirt sz 4 runs a bit small...great condition from smoke free home
1073,_missing_,16.0,16.0132563889,bundled jeans & tank top,bundled jeans tank top,"high waisted jeans- !lue never worn - green worn once to a job interview - size 6 (both) don't pay attention to the size in the details, i don't know the correct inches for a size 6 by charolette russe grey rue 21 tank top size medium"
23690,_missing_,9.0,8.99219522988,ac/dc high voltage album,ac dc high voltage album,great shaped. barely listened to.
113081,LuLaRoe,34.0,33.9723021303,bnwt! hold for sweetzernurse!!!,bnwt hold for sweetzernurse,"bnwt! i ordered 2, my loss is your gain!!"
38332,Ulta,9.0,9.00794825785,new w7 banana dreams loose powder makeup,new w7 banana dreams loose powder makeup,"brand new, never used. awesome dupe for ben nye and sacha powders. [google youtube reviews for w7 banana dreams loose powder.] highlight the contours of your face with w7 banana dreams loose face powder. the versatile banana shade suits a range of skin tones as it softly and subtly color corrects surface imperfections."
123278,Self Esteem,9.0,8.99204166397,coral seahorse racerback hi-lo top,coral seahorse racerback hilo top,no description yet
52929,_missing_,27.0,26.9774954077,necklace bundle lot on hold,necklace bundle lot on hold,new elephant monkey footprints indian sea turtle necklaces
68672,Nike,34.0,34.0282218689,nike air max 360 (men's),nike air max 360 men ' s,nike air max 360's. 2012 edition. fit sole enabled. great condition. size 13. some wear on bottoms. only worn a handful of times. couple spots that can probably be cleaned and removed.
114856,_missing_,12.0,12.0104994049,new colourpop lippie stix bundle,new colourpop lippie stix bundle,brand new never used ! color : trust me matte and poopin. 2 colourpop bundle my price is firm!
35296,PANDORA,22.0,21.9814158663,new pandora purple eternity spacer,new pandora purple eternity spacer,authentic and in new condition. free shipping. check out my other pandora items for addition [rm] off other purchases on the same shipping day. priced competitively. boxes are additional [rm]. fast shipper and high rated!
14592,_missing_,26.0,26.0218616496,white pink floral shorts romper playsuit,white pink floral shorts romper playsuit,new never worn s/m it literally looks the same as the model photo stop asking me
107725,Pacific Sunwear,12.0,11.9894151336,nwot super cute shirt size m,nwot super cute shirt size m,"never worn, peasant style shirt with fringe on the bottom and a bow in the front. from pac sun. retails for [rm]."
44770,Pampered Chef,10.0,10.0089666952,pampered chef adjustable grater,pampered chef adjustable grater,"amazing adjustable microplane grater. folds flat for grating onto salads and pastas, folds at a 45 degree angle for grating large amounts of cheese, chocolate or veggies! no marks or scuffs. comes with protective cover. grater is dishwasher safe cover is hand wash only"
113084,MAC,18.0,18.0156546703,mac matchmaster foundation shade nc40,mac matchmaster foundation shade nc40,"bran new matchmaster foundation spf15 ,,,shade40,,,new foundation technology using translucent pigments to enable a fully personalized finish influenced by the subtleties of your own skin's undertone. moisturizing demi-matte finish. medium buildable coverage. line-reducing soft-focus powders. color,1/2fl"
18338,Harley-Davidson,40.0,39.9660062814,bundle,bundle,"genuine leather and stainless steel bracelet/cuff. nwt, retails for [rm] & bandana & small shirt"
16260,Urban Outfitters,15.0,14.9866480948,orange trim sweater,orange trim sweater,"barely worn, but slight snag on the front that's not noticeable whatsoever. not urban outfitters, from bloomingdales"
119296,_missing_,34.0,34.0292339591,"8""frosted glass water pipe & screens",8frosted glass water pipe screens,""" must be 18yrs or older to purchase"" 8"" frosted glass water pipe with perc, ice catcher and removable stem, purple in color 6- 5pc pack of silver screens 30 silver screens total"
106408,Express,16.0,15.9857850011,jeans express 8l,jeans express 8l,no description yet
12427,_missing_,9.0,9.00839493777,activated coconut charcoal teeth whitner,activated coconut charcoal teeth whitner,"100% natural activated coconut charcoal tooth whitener. 20g free shipping!! the taste is sweet, minty and will give you a fresh taste after use. application is quick and easy use twice a day for a couple of weeks. instructions will be mailed along with product. smoke free pet free home! new in can; can is nice and sturdy so it is good for reuse for smaller objects like jewelry! tags: activated coconut charcoal teeth tooth whitener whitening"
47840,Sephora,15.0,15.0135144462,huge haul women travel sprays #8,huge haul women travel sprays 8,this includes... (4) gucci flora (3) gucci guilty (3) chloe chloe (3) lanc me la vie est belle (2) stella by stella mccartney (1) prada candy florale (1) ralph lauren romance this is my price. no lower prices unless you bundle. lowballers will be ignored thanks. please view the pictures because what you see is what you will get and there is no box included. thanks again.
85805,FOREVER 21,10.0,9.99070296362,forever 21 grey cotton overall dress,forever 21 grey cotton overall dress,these are in great condition and it's super comfortable. looks cute with a striped shirt underneath and very nice to have on in the summer! bundle with my other products and save!
129296,Betsey Johnson,12.0,11.9889492105,betsey johnson intimates sleep top,betsey johnson intimates sleep top,betsey johnson intimates sleep top pink has heart shaped black buttons 3/4 sleeves size medium in good gently used condition. no free shipping unless posted! don't forget to bundle for a discount plus saves you on shipping!
44670,_missing_,18.0,18.0162582853,hold- newborn baby boy sleepers bundle,hold newborn baby boy sleepers bundle,"7 gently used baby boy sleepers in newborn size. non-smoking home, washed in dreft. no holes or stains. two zipper sleepers, three snap sleepers, and two gowns."
138233,_missing_,16.0,16.0145512102,philosophy pumpkin icing shower gel,philosophy pumpkin icing shower gel,"philosophy pumpkin icing shower gel 3 in one shower gel, bubble bath and shampoo never before used and seal only pulled to sniff, seal is still on half way. any questions just ask!"
74888,Gymboree,20.0,19.9820348554,reduced!! boys toddler cowboy boots!,reduced boys toddler cowboy boots,we love these! size 7! great condition. paid [rm] for these. worn a handful of times. from smoky mountain boots in tennessee.
14595,_missing_,13.0,13.0119931341,wonderwink scrub top med,wonderwink scrub top med,new in package. nice red color. medium.
8638,_missing_,49.0,48.9569982621,bnwt lularoe planets classic t med,bnwt lularoe planets classic t med,"brand new with tags size medium lularoe classic tee in purple with planet print. this shirt is amazing, i just need a size small. price firm as i am looking to break even on what i paid after fees."
74993,_missing_,25.0,25.0223834746,llr flower leggings os new free shipping,llr flower leggings os new free shipping,free shipping!!! lularoe hippie flower leggings. multi colored. floral. one size. new in package.
52981,_missing_,17.0,16.9845043979,makeup organizer,makeup organizer,makeup organizer) acrylic makeup organizer cosmetic display box makeup brush and lipstick holder by crystal acrylics
84566,PINK,23.0,23.0207095969,vs pink campus tee size large in purple,vs pink campus tee size large in purple,no description yet
34048,Revlon,15.0,14.9861919533,remington pearl curling wand,remington pearl curling wand,ceramic curling wand. packaging isn't in the greatest shape but the wand is new. retails for [rm].
80338,_missing_,7.0,6.99307773014,fidget spinner,fidget spinner,stress reliver brand new
125866,Free People,24.0,23.9783002739,free people blouse with bell sleeves,free people blouse with bell sleeves,no description yet
32903,_missing_,12.0,12.0113416775,2 picture frame,2 picture frame,"super cute with dark frame and rustic gold design. looks great with black and white photos! can hang on wall or place above door frame. holds standard 5 x 7"" photos."
82811,Nike,14.0,14.0131583305,nike pro | women's dri-fit tights | lg,nike pro women ' s drifit tights lg,nike pro women's dri-fit tights in a size large. great for working out.
91352,ART,9.0,9.00877949756,dolphin slime,dolphin slime,"this is light blue slime - this is fluffy - soft, smooth - this is 4 oz - it is [rm]"
145403,Lane Bryant,13.0,12.9876934898,lane bryant size 24 black dress pants,lane bryant size 24 black dress pants,excellent used condition. smoke free home.
31752,_missing_,10.0,10.0096958368,new contour palette,new contour palette,"* brand new * never used * free shipping * powder. * get contouring with the 10 color contour kit. everything you need to create your perfect effect is right here, from sculpting and enhancing to shaping and defining you can do it all with this kit . check my page : * matte lipsticks ; contour palette ; metallic lipgloss; eyebrows pomade ; nail topcoat; matte liquid lipsticks.concealers , false eyelashes! i"
58896,Lululemon,49.0,49.0442105734,"lululemon wunder under crop, size 2",lululemon wunder under crop size 2,"ziggy snake fatigue green gator green, full-on luon, vguc"
25305,Kendra Scott,146.0,145.870086812,nwt kendra scott abalone illusion harlow,nwt kendra scott abalone illusion harlow,"purchased at nordstrom, never worn and in excellent condition! a great addition to any collection!!"
99367,_missing_,15.0,14.9858505768,ugg care kit,ugg care kit,"only used once or twice. protectant, cleaner and care for your favorite sheepskin/leather uggs or any other boots."
32418,Sally Hansen,14.0,14.0134678812,brazillion wax kit bundle,brazillion wax kit bundle,"new, never used. comes with 2 applications."
130365,_missing_,8.0,8.00808979467,25 - 10x13 polymailers,25 10x13 polymailers,"25 - 10x13 poly mailer bags (aloha pink & hawaiian)   available to add-on, just comment below:   pic 2 - thank you please rate stickers 10/[rm] or 30/[rm] pic 3 - 2x3 fragile stickers 20/[rm], 50/[rm], or 100/[rm] **ships no later than next business day monday - saturday (except holidays) prices for 10x13 polymailers: 15 for [rm] 20 for [rm] 25 for [rm] 30 for [rm] 35 for [rm] 50 for [rm] 100 for [rm] - approved by all carriers: usps, ups, fedex, dhl - pressure sensitive self sealing - water & tear resistant - not padded ***custom orders welcome!*** @mrscoolbreeze price is firm"
116137,_missing_,14.0,13.9864694054,4 kellogg's toy cards in plastic wrap!,4 kellogg ' s toy cards in plastic wrap,no description yet
72908,_missing_,16.0,15.9846621215,girls 12 mon dress,girls 12 mon dress,removed the tags but my daughter never got a chance to wear it. i paid [rm] for it.
114184,PUMA,13.0,12.9873452223,puma sweater,puma sweater,women size m gray puma sweater. only flaw is shown on last pic small stain not noticeable once on.
92705,_missing_,12.0,11.9882352457,choaker strappy lace bralette,choaker strappy lace bralette,"new in original packaging size medium *not recommended for ccup and larger stretchy floral lace material adjustable straps *also available in purple   free shipping i pay all shipping fees out of pocket ships within 24 hours no refunds or returns on lingerie, bras, or bralettes"
41191,Rae Dunn,28.0,27.9736381137,rae dunn bff coffee mugs,rae dunn bff coffee mugs,new rae dunn bff coffee mugs (two mugs) all rae dunn items are unique and have flaws.  you will receive the exact item shown so please inspect picture before purchasing.  all sales are final. will be packaged with care. item will be shipped with insurance via usps.  i am not responsible for damaged or lost items once they are shipped.
29546,Adidas,36.0,35.9663506888,adidas neo lite racer,adidas neo lite racer,"subtle wear shown on front fabric and inner heel. very lightweight and comfortable. size 7, but these fit me as a women's 8. originally purchased from adidas outlet."
64041,_missing_,10.0,10.0100636627,birthday decor banner/ high chair tutu,birthday decor banner high chair tutu,pink/grey/white. new never used .
82751,_missing_,10.0,10.0100930629,victoria secret underwear,victoria secret underwear,victoria secret panties. 2 pair for [rm]. new with tags. cheeky fit.
79266,Nike,91.0,91.0847985918,nike air prestos,nike air prestos,size 9 nike air prestos brand new never worn but do not have the box retail over 119$
90940,NBA,56.0,55.947506402,derek fisher autographed jersey,derek fisher autographed jersey,derek fisher autographed jersey coa from premier sports awesome piece for all lakers fans!!! make an offer!!!
10094,American Boy & Girl,13.0,12.9870938479,american girl dress,american girl dress,dreas is in excellent condition
60901,Nike,14.0,14.0139769589,bless up slides + free nike lanyard!!!,bless up slides free nike lanyard,"dj khaled inspired ""bless up"" slides. comfortable & trendy! can be used for indoors & outdoors. for both men & women. i have the following sizes available: 7, 8, 9, 10, 11, and 12. plus i will throw in a free nike lanyard with each pair (limited available so first-come-first-serve basis). just message me what color you want: blue, black, pink, or lime green. buy in bundles to save money! awesome gift for friends or girlfriend/boyfriend! 1 pair for [rm] 2 pairs for [rm] 3 pairs for [rm] message me for prices on larger bundles!"
74297,Fiesta,31.0,30.9701886916,fiestaware set salt & pepper and pitcher,fiestaware set salt pepper and pitcher,set of fiestaware items. this set includes a mini disc pitcher and a salt and pepper set. all in the new fiestaware color. all in good condition.persimmon made 1995
41558,_missing_,6.0,5.99346999644,"3.5"" hand & paw vinyl decal (any color)",35 hand paw vinyl decal any color,"available colors: white, black, brown, red, blue, grey, pink, purple, green, silver, gold or copper coral, mint green, teal green bundle and save! get [rm] off any additional decals.  please let me know before you buy so i can add it to the listing (or create a listing just for you!!) decals will stick to any clean, dry and smooth surface. great for: cars bumper yeti cups bell jars water bottles windows laptops macbooks walls glass cell phones phone chargers follow me to catch deals and discounts and stuff"
34270,Fashion Nova,18.0,18.0177501143,"fashion nova ""born this way"" pants",fashion nova born this way pants,"wheat colored, large, worn twice but still in great condition, got from fashionnova.com."
39168,_missing_,9.0,8.99066340593,ladies shirts & 6 rings & 3 earrings,ladies shirts 6 rings 3 earrings,turquoise shirt with black under shirt that are connected is a 2x. it does have some piling. brand is zoey & beth the solid black one is a size 16-18w. and the brand is apostrophe woman no tears or stains
52035,PINK,22.0,21.9784598042,pink slippers & red white and blue sock,pink slippers red white and blue sock,size large fits sizes 9/10 bundle with red white and blue socks
119875,_missing_,8.0,8.00844879614,individualspilaten facial mask,individualspilaten facial mask,pilaten facial minerals conk nose black head remover mask pore cleanser. facial minerals ex pore strip dhl free. 14 piece
88648,_missing_,24.0,24.023495531,kaleidoscope lularoe tc,kaleidoscope lularoe tc,"older style, hard to find. been worn several times, will come with original packaging that i still have. see 3rd pic, thread is loose in crotch area. does not affect wear. no holes"
54862,Vera Bradley,30.0,29.9708844177,vera bradley accordion wallet in baroque,vera bradley accordion wallet in baroque,"new with tags authentic vera bradley accordion wallet in baroque (2 available)   dimensions: 8"" x 5""   interior: 12 card slots, 2 full length cash slip pockets, 2 expandable sections, an id compartment and zippered coin pocket.   msrp [rm] * comes from a smoke free pet free home. i have more vera bradley, check out my other items!   price firm   no free shipping"
79774,Nintendo,40.0,40.0386781891,lego city undercover - nintendo switch,lego city undercover nintendo switch,like new used only twice. ships in 1 business day or less.
33051,Tag,16.0,16.0160823564,rae dunn inspired salt & pepper shakers,rae dunn inspired salt pepper shakers,"new! rae dunn inspired salt & pepper shaker set brand: tag size: approx. 3.5 inches color: white & black theme: ""we go together like salt ... and pepper"""
1107,Victoria's Secret,16.0,15.9838750636,vs champagne bikini bottoms,vs champagne bikini bottoms,victoria's secret bikini bottoms in champagne. has a sheen satin look.never worn. gold v detail on front belt.
48901,BeBop,10.0,10.0104538731,bebop dress size large,bebop dress size large,no description yet
114723,_missing_,12.0,11.9876472778,pink floyd sweater,pink floyd sweater,size is xl
42472,Victoria's Secret,15.0,15.0152424555,victoria's secret racerback semi demi 38,victoria ' s secret racerback semi demi 38,very nice vs bra with front closure size 38c. no signs of wear. color is heather black. thanks!
111828,Columbia,26.0,25.9742890676,hold for calilove bundle,hold for calilove bundle,beige columbia jkt tribal sweater gray be sure to look at all my newly reduced items
73856,Lululemon,29.0,28.9713512937,lululemon tank size 10,lululemon tank size 10,blue/grey striped lululemon cross-back tank top only worn a few times size 10 (could also fit 6/8) price negotiable cheaper via p a y p a l
84714,Victoria's Secret,22.0,21.9780157674,ln varsity 3/4 tee sz l,ln varsity 3 4 tee sz l,large like new
10133,_missing_,17.0,16.982751354,jeans with suspenders light denim blue,jeans with suspenders light denim blue,"h&m,description 5-pocket jeans in soft washed denim with heavily distressed details. detachable elastic suspenders with imitation leather details, adjustable elasticized waistband, and fly with snap fastener. size 12-18m h&m, new brand with tags"
131937,_missing_,10.0,10.0105552603,free ship!! bundle velvet choker,free ship bundle velvet choker,made with adjustable links to ensure perfect fit. also sold separately check out my other listings ! bundle and save :)
77340,Victoria's Secret,12.0,11.9875291389,victoria's secret chemise. sz l,victoria ' s secret chemise sz l,victoria's secret chemise. sz l. adjustable straps. 100% polyester. euc. smoke/pet free home.
90952,LuLaRoe,26.0,25.9740731546,xxs lularoe maxi,xxs lularoe maxi,nwt
37920,_missing_,21.0,20.9788717416,wonder beauty womens corset,wonder beauty womens corset,"90% polyester 10% spandex steel boning: 14 steel boned,12 spiral steel boned plus 2 flat steel boned,it is good for tummy control and back support as well. beautiful brocade patterns, metal stud and chains accents on frontand clasp suitable for steampunk-themed, halloween party and night out dancing. corset need to hand wash, do not use machine includes a t-back underwear. never worn."
109738,Betsey Johnson,10.0,10.0106047401,betsy johnson skull earrings new on hold,betsy johnson skull earrings new on hold,"new betsy johnson skull earrings! got as a gift i don't like skulls not me, great deal! free shipping!!! super shiny sparkles and cute!"
147847,_missing_,17.0,17.0173926729,antique milk glass lamp shade,antique milk glass lamp shade,"11"" wide almost 10"" inside opening or whatever u call it. 5"" ruffled glass opening 3"" opening below. i can not find this exact one online. i have looked up the milk glass shades and priced this cheaper than all of them. my father collected vintage and antiques so slowly posting them. there is a small chip on the bottom underneath. i had accidentally bumped it and checked it out. can not see since underneath, about 5cm."
12162,_missing_,15.0,14.9843219543,vanish pfb + chromabright serum 93g,vanish pfb chromabright serum 93g,"formulated to reduce the appearance of dark spots caused by ingrown hair, razor burn and bumps resulting from shaving, waxing, tweezing, electrolysis and laser removal. pfb vanish with chroma bright reduces skin discoloration for use on face, neck, underarms, and legs. new and sealed. no expiration listed. 93g roll on. bundles welcome!"
145574,PINK,50.0,49.9498172529,victoria secret pink set md,victoria secret pink set md,"victoria secret pink set includes the long sleeve v neck and leggings. the leggings are a size medium and the shirt is an oversized small. fits like a medium. excellent condition. may have worn one time. colors are a peach, grey and black. check out my other listings for more great stuff."
39620,_missing_,10.0,10.0108611094,long sleeve crop top,long sleeve crop top,slightly used
28161,Franco Sarto,35.0,35.035608044,franco sarto riding boots size 6 to 6.5,franco sarto riding boots size 6 to 65,"basically brand new, only worn max 3 times size 7 but fits mor of a 6 to a 6.5 in women"
98729,_missing_,36.0,36.036616684,vcs vintage chic scents blank label loaf,vcs vintage chic scents blank label loaf,"vintage chic scents, vcs - bluebird cafe embeds, purple haze overpour - poured 7/6/17 - bluebird cafe: freshly picked strawberries - purple haze: marshmallow jelly-filled zucchini donut - boardwalk loaf - 16 ounces the blank label wax company - spiced apple peaches / marshmallow cake batter - 16+ ounces not splitting. priced below retail! will include extras. both brand new!"
57697,_missing_,13.0,13.0138863948,earrings /,earrings,"new without tags! never used! freshwater pearls,925 sterling silver stud earrings"
40449,Hollister,16.0,16.0169516208,high-waisted light wash ripped jeans,highwaisted light wash ripped jeans,"fairly new, no marks or stains size 0l, super-skinny"
37206,_missing_,15.0,14.9840596818,boppy pillow with strap,boppy pillow with strap,boppy/nursing pillow. never used. smoke free home. great condition
84541,Juicy Couture,15.0,14.9838921046,juicy couture charm bracelet,juicy couture charm bracelet,no description yet
64047,_missing_,24.0,24.0252188025,emma and michele dress,emma and michele dress,size 10. zips up the back. some stretch and comes with a belt. excellent condition.
141043,_missing_,40.0,40.0413715936,lularoe s irma & os leghings,lularoe s irma os leghings,"brand new firm price. i have just a few odds and ends trickling in here and there but i will do a mass post later in the week when i receive more goodies,"
32004,PopSockets,9.0,9.01011444514,popsocket quantity 1,popsocket quantity 1,quantity 1 adhesive back. new price is firm. no free shipping.
135783,_missing_,16.0,15.9828056126,anastasia dip brow,anastasia dip brow,brand new color dark brown
24661,_missing_,8.0,8.00912146292,lg g stylo hybrid case teal,lg g stylo hybrid case teal,"perfect design for perfect design for lg g stylo package includes: 1 x drop protection shock-absorption impact resistant hybrid dual layer armor defender protective case cover for lg g stylo (teal) free shipping with tracking number, ship it within 24 hours, 2-3 days to arrive. check my store for more brand new phone cases"
42109,FOREVER 21,15.0,15.0162796474,forever 21 black large sweater,forever 21 black large sweater,new women's forever 21 black athletic large not baby patch sweatshirt size: large color: black materials: 60% cotton 40% polyester measurements: chest: 23in waist: 22in length: 24in
84405,_missing_,14.0,14.0152728204,mermaid 6 pcs makeup brushes,mermaid 6 pcs makeup brushes,"brand new color: multiple length: 7"" brush: synthetic hair handle: plastic soft and comfortable for both professional and home use."
33748,LuLaRoe,43.0,42.9552431586,lularoe sarah size l,lularoe sarah size l,"large olive green striped sarah, worn twice, it's too long for me! no flaws, shipping included."
99154,PINK,39.0,39.0408815677,nwt l vs pink tapered logo band pants,nwt l vs pink tapered logo band pants,nwt large retail 54.95 lowest price includes selling fees no offers please
24360,_missing_,20.0,19.9784703789,*free shipping* over the knee boots,free shipping over the knee boots,"faux leather over the knee boots. these have been loved they need a little love on front. see photo apx 6"" wedge heel super comfy. zips on inside of leg. i'm 5'4 they fit great and you can fold if too long. 7.5 i usually wear a 7 but i don't like tight boots. these are a great fit."
119781,Tom Ford,49.0,49.0514761446,tom ford eye and cheek palette pink glow,tom ford eye and cheek palette pink glow,"from tom ford summer soleil collection pink glow. 100% authentic. limited edition. [rm]. gently used but kept in great condition. comes with original box and pouch. left side: 3 eyeshadows. top: soft, shimmery pink mid: sparkling dull gold bottom: warm reddened plum with pink shimmer right side: 2 blushes. top: dull rose gold bottom: bright medium pink with pink micro shimmer"
131816,Nike,14.0,14.0154549178,dri-fit nike athletic shorts,drifit nike athletic shorts,"worn once or twice black, grey, and white message me for any questions(:"
108740,Coach,19.0,19.0206322776,coach wristlet,coach wristlet,used a couple times. has a few stains inside not noticeable
58370,Nintendo,16.0,15.9824344832,new super mario bros ds lite dsi 3ds 2ds,new super mario bros ds lite dsi 3ds 2ds,"game case and cartridge only, no manual, plays great! i have two of these if you would like to bundle. this is for one game only. ships next day, fast 3-5 day first class mail!"
16079,_missing_,8.0,7.99066764221,black liquid winged eyeliner felt tip,black liquid winged eyeliner felt tip," price firm - free ship  brand new liquid eyeliner pen by maxi black is my new favorite product! high quality, deep pigment that dries fast and stays put! smudge proof and water resistant, easy clean-off with makeup remover. get a perfect winged flick every time! color is matte jet black. easy to use fine tip pen applicator. pic 4 shows sealed plastic. listing is for one pen. ships via usps first class mail with tracking number."
28978,Victoria's Secret,20.0,19.9781030717,vs pink xs yoga pants- make offer!,vs pink xs yoga pants make offer,amazing condition!
103838,Rae Dunn,69.0,68.9268800939,rae dunn cake bundle,rae dunn cake bundle,"2 cake pans each piece is unique and has it's different flaws not all flaws are noted in pics i have tried to take pics of the most noteable buyer accepts when purchasing that not all flaws are shown please zoom in on the photos to see flaws as all sales are final brand: rae dunn artisan collection by magenta color: ivory rae dunn by magenta items are designed to appear hand crafted. most all rae dunn items have minor imperfections such as bumps, pin holes, paint blobs, specs, rough bottoms, indentations etc please zoom in and look closely before purchasing. buyer pays shipping. i am not responsible for any damage that may occur during the shipping process. by purchasing you agree that you have read these terms and adhere to them. no returns all sales are final."
135960,_missing_,12.0,12.0136709411,cheetah and floral lace bra 38d,cheetah and floral lace bra 38d,"cheetah print bra with white floral lace trim and black trim and lining. size 38d. in good condition, none of the back hooks have been damaged, the straps are not removable, and one of the cups has lost a little of its original shaping but is still just as sturdy as the other one."
3512,_missing_,14.0,14.0158622248,2 piece babydoll lingerie set maroon,2 piece babydoll lingerie set maroon,"sexy maroon lace babydoll 2 piece lingerie set. features dainty lace and a bow on the bust. straps are adjustable. size medium. best for a c-dd bust. new with tags. price is firm, offers not accepted."
57361,_missing_,14.0,14.0159483346,lashfully yours mink lashes,lashfully yours mink lashes,"  brand new luxury mink lashes from lashfully yours lashes, one pair. retails for [rm] + [rm] shipping style: lucille can be worn up to 20+uses   free shipping so price is firm thanks"
118249,Coach,20.0,19.9776898346,coach wallet,coach wallet,coach wallet with pink inside. gently used.
